date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:40	409017/409017	---M--	200	added ('OK')	image/jpeg	etag:%226075b37b-63db9%22	http://quickdevs.com/demo/travi/images/commons/destination-1.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/destination-1.jpg	(from http://quickdevs.com/demo/travi/)
15:23:40	1118988/1118988	---M--	200	added ('OK')	image/jpeg	etag:%226075b38a-11130c%22	http://quickdevs.com/demo/travi/images/commons/slider-bg-2.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/slider-bg-2.jpg	(from http://quickdevs.com/demo/travi/)
15:24:44	1530325/1530325	---M--	200	added ('OK')	image/jpeg	etag:%226075b38e-1759d5%22	http://quickdevs.com/demo/travi/images/commons/slider-bg-4.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/slider-bg-4.jpg	(from http://quickdevs.com/demo/travi/)
15:25:10	598650/598650	---M--	200	added ('OK')	image/jpeg	etag:%226075b37c-9227a%22	http://quickdevs.com/demo/travi/images/commons/destination-2.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/destination-2.jpg	(from http://quickdevs.com/demo/travi/)
15:25:59	845549/845549	---M--	200	added ('OK')	image/jpeg	etag:%226075b37d-ce6ed%22	http://quickdevs.com/demo/travi/images/commons/destination-4.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/destination-4.jpg	(from http://quickdevs.com/demo/travi/)
15:26:13	944663/944663	---M--	200	added ('OK')	image/jpeg	etag:%226075b383-e6a17%22	http://quickdevs.com/demo/travi/images/commons/destination-3.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/destination-3.jpg	(from http://quickdevs.com/demo/travi/)
15:26:14	393449/393449	---M--	200	added ('OK')	image/jpeg	etag:%226075b380-600e9%22	http://quickdevs.com/demo/travi/images/commons/destination-6.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/destination-6.jpg	(from http://quickdevs.com/demo/travi/)
15:26:23	50288/50288	---M--	200	added ('OK')	image/jpeg	etag:%226075b387-c470%22	http://quickdevs.com/demo/travi/images/commons/men-avatar-1.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/men-avatar-1.jpg	(from http://quickdevs.com/demo/travi/)
15:26:44	742597/742597	---M--	200	added ('OK')	image/jpeg	etag:%226075b37f-b54c5%22	http://quickdevs.com/demo/travi/images/commons/destination-5.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/destination-5.jpg	(from http://quickdevs.com/demo/travi/)
15:26:48	303633/303633	---M--	200	added ('OK')	image/jpeg	etag:%226075b3a9-4a211%22	http://quickdevs.com/demo/travi/images/commons/woman-avatar-4.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/woman-avatar-4.jpg	(from http://quickdevs.com/demo/travi/)
15:27:06	313092/313092	---M--	200	added ('OK')	image/jpeg	etag:%226075b3ab-4c704%22	http://quickdevs.com/demo/travi/images/commons/woman-avatar-3.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/woman-avatar-3.jpg	(from http://quickdevs.com/demo/travi/)
15:27:06	263633/263633	---M--	200	added ('OK')	image/jpeg	etag:%226075b388-405d1%22	http://quickdevs.com/demo/travi/images/commons/men-avatar-2.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/men-avatar-2.jpg	(from http://quickdevs.com/demo/travi/)
15:27:34	170067/170067	---M--	200	added ('OK')	image/jpeg	etag:%226075b363-29853%22	http://quickdevs.com/demo/travi/images/commons/activities-4.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/activities-4.jpg	(from http://quickdevs.com/demo/travi/)
15:27:42	336083/336083	---M--	200	added ('OK')	image/jpeg	etag:%226075b361-520d3%22	http://quickdevs.com/demo/travi/images/commons/activities-2.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/activities-2.jpg	(from http://quickdevs.com/demo/travi/)
15:27:51	419280/419280	---M--	200	added ('OK')	image/jpeg	etag:%226075b359-665d0%22	http://quickdevs.com/demo/travi/images/commons/activities-1.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/activities-1.jpg	(from http://quickdevs.com/demo/travi/)
15:27:53	289867/289867	---M--	200	added ('OK')	image/jpeg	etag:%226075b362-46c4b%22	http://quickdevs.com/demo/travi/images/commons/activities-5.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/activities-5.jpg	(from http://quickdevs.com/demo/travi/)
15:28:28	230039/230039	---M--	200	added ('OK')	image/jpeg	etag:%226075b371-38297%22	http://quickdevs.com/demo/travi/images/commons/blogs-thumb-2.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/blogs-thumb-2.jpg	(from http://quickdevs.com/demo/travi/)
15:28:41	417842/417842	---M--	200	added ('OK')	image/jpeg	etag:%226075b362-66032%22	http://quickdevs.com/demo/travi/images/commons/activities-3.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/activities-3.jpg	(from http://quickdevs.com/demo/travi/)
15:28:56	89476/89476	---M--	200	added ('OK')	application/javascript	etag:%226075b3b4-15d84%22	http://quickdevs.com/demo/travi/js/lib/jquery-3.5.1.min.js	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/js/lib/jquery-3.5.1.min.js	(from http://quickdevs.com/demo/travi/)
15:29:06	60174/60174	---M--	200	added ('OK')	application/javascript	etag:%226075b3b4-eb0e%22	http://quickdevs.com/demo/travi/js/lib/bootstrap.min.js	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/js/lib/bootstrap.min.js	(from http://quickdevs.com/demo/travi/)
15:29:19	529722/529722	---M--	200	added ('OK')	image/jpeg	etag:%226075b372-8153a%22	http://quickdevs.com/demo/travi/images/commons/blogs-thumb-3.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/blogs-thumb-3.jpg	(from http://quickdevs.com/demo/travi/)
15:29:20	1085/1085	---M--	200	added ('OK')	application/javascript	etag:%226075b3b4-43d%22	http://quickdevs.com/demo/travi/js/lib/nav.fixed.top.js	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/js/lib/nav.fixed.top.js	(from http://quickdevs.com/demo/travi/)
15:29:23	12597/12597	---M--	200	added ('OK')	application/javascript	etag:%226075b3b4-3135%22	http://quickdevs.com/demo/travi/js/lib/contact.js	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/js/lib/contact.js	(from http://quickdevs.com/demo/travi/)
15:29:25	646724/646724	---M--	200	added ('OK')	image/jpeg	etag:%226075b371-9de44%22	http://quickdevs.com/demo/travi/images/commons/blogs-thumb-1.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/blogs-thumb-1.jpg	(from http://quickdevs.com/demo/travi/)
15:29:26	16628/16628	---M--	200	added ('OK')	application/javascript	etag:%226075b32e-40f4%22	http://quickdevs.com/demo/travi/js/main.js	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/js/main.js	(from http://quickdevs.com/demo/travi/)
15:29:26	654/654	---M--	200	added ('OK')	application/javascript	etag:%226075b32e-28e%22	http://quickdevs.com/demo/travi/js/slider.js	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/js/slider.js	(from http://quickdevs.com/demo/travi/)
15:29:27	367242/367242	---M--	200	added ('OK')	image/jpeg	etag:%226075b373-59a8a%22	http://quickdevs.com/demo/travi/images/commons/blogs-thumb-4.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/blogs-thumb-4.jpg	(from http://quickdevs.com/demo/travi/)
15:29:39	77400/77400	---M--	200	added ('OK')	application/octet-stream	etag:%226075b354-12e58%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.woff2	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:29:42	90672/90672	---M--	200	added ('OK')	application/font-woff	etag:%226075b354-16230%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.woff	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:29:47	134622/134622	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226075b352-20dde%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.eot	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:29:57	730302/730302	---M--	200	added ('OK')	image/svg+xml	etag:%226075b353-b24be%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.svg	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:04	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226075b354-862e%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.eot	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:05	134622/134622	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226075b352-20dde%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400d41d.eot	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:08	13600/13600	---M--	200	added ('OK')	application/octet-stream	etag:%226075b355-3520%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.woff2	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:08	134316/134316	---M--	200	added ('OK')	application/octet-stream	etag:%226075b354-20cac%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-brands-400.ttf	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:10	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226075b354-862e%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400d41d.eot	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:12	144715/144715	---M--	200	added ('OK')	image/svg+xml	etag:%226075b354-2354b%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.svg	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:12	16780/16780	---M--	200	added ('OK')	application/font-woff	etag:%226075b355-418c%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.woff	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:13	388823/388823	---M--	200	added ('OK')	application/javascript	etag:%226075b3b5-5eed7%22	http://quickdevs.com/demo/travi/js/lib/plugins.js	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/js/lib/plugins.js	(from http://quickdevs.com/demo/travi/)
15:30:13	34052/34052	---M--	200	added ('OK')	application/octet-stream	etag:%226075b354-8504%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-regular-400.ttf	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:27	80148/80148	---M--	200	added ('OK')	application/octet-stream	etag:%226075b357-13914%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.woff2	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:31	104004/104004	---M--	200	added ('OK')	application/font-woff	etag:%226075b356-19644%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.woff	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:47	914125/914125	---M--	200	added ('OK')	image/svg+xml	etag:%226075b357-df2cd%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.svg	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:49	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2028%20May%202021%2010:30:59%20GMT	http://quickdevs.com/demo/travi/css/lib/owl.video.play.png	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/css/lib/owl.video.play.4e.delayed	(from http://quickdevs.com/demo/travi/css/lib/owl.carousel.min.css)
15:30:50	7162/7162	---M--	200	added ('OK')	text/css	etag:%226075b332-1bfa%22	http://quickdevs.com/demo/travi/css/lib/normalize.css	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/css/lib/normalize.css	(from http://quickdevs.com/demo/travi/css/main.css)
15:30:50	562/562	---M--	200	added ('OK')	image/svg+xml	etag:%226075b3ac-232%22	http://quickdevs.com/demo/travi/images/icons/cd-top-arrow.svg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/icons/cd-top-arrow.svg	(from http://quickdevs.com/demo/travi/css/main.css)
15:30:50	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2028%20May%202021%2010:31:01%20GMT	http://quickdevs.com/demo/travi/img/master/play-button.png	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/img/master/play-button.png	(from http://quickdevs.com/demo/travi/css/main.css)
15:30:51	2578/2578	---M--	200	added ('OK')	image/png	etag:%226075b3ad-a12%22	http://quickdevs.com/demo/travi/images/icons/left-arrow.png	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/icons/left-arrow.png	(from http://quickdevs.com/demo/travi/css/main.css)
15:30:52	3227/3227	---M--	200	added ('OK')	image/png	etag:%226075b3ad-c9b%22	http://quickdevs.com/demo/travi/images/icons/next.png	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/icons/next.png	(from http://quickdevs.com/demo/travi/css/main.css)
15:30:55	204266/204266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226075b355-31dea%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.eot	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:30:58	204266/204266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226075b355-31dea%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900d41d.eot	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:31:12	203980/203980	---M--	200	added ('OK')	application/octet-stream	etag:%226075b356-31ccc%22	http://quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/fonts/webfonts/fa-solid-900.ttf	(from http://quickdevs.com/demo/travi/fonts/css/all.min.css)
15:33:38	1025369/1025369	---M--	200	added ('OK')	image/jpeg	etag:%226075b381-fa559%22	http://quickdevs.com/demo/travi/images/commons/destination-8.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/destination-8.jpg	(from http://quickdevs.com/demo/travi/css/stylesheet.css)
15:33:46	947923/947923	---M--	200	added ('OK')	image/jpeg	etag:%226075b368-e76d3%22	http://quickdevs.com/demo/travi/images/commons/activity-bg.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/activity-bg.jpg	(from http://quickdevs.com/demo/travi/css/stylesheet.css)
15:34:23	1283186/1283186	---M--	200	added ('OK')	image/jpeg	etag:%226075b3a8-139472%22	http://quickdevs.com/demo/travi/images/commons/video-bg.jpg	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/commons/video-bg.jpg	(from http://quickdevs.com/demo/travi/css/stylesheet.css)
15:34:25	7164/7164	---M--	200	added ('OK')	image/png	etag:%226075b3ae-1bfc%22	http://quickdevs.com/demo/travi/images/icons/premium-quality.png	C:/My%20Web%20Sites/TravelTwo/quickdevs.com/demo/travi/images/icons/premium-quality.png	(from http://quickdevs.com/demo/travi/about-us.html)
